tier,domain,country,name,listed_by,platform,access,catalogue_size,size_source,brand_hits,shop_signals,glaze_urls,score,url,note
A,soundingstone.com,Canada,Sounding Stone,amaco/mayco,shopify,shopify /products.json,3721,api paginated (full),mayco:1474;spectrum:576;amaco:560;coyote:434;laguna:263;duncan:236;speedball:136;standard:2,cart,2154,16918,https://www.soundingstone.com/,
A,kruegerpottery.com,United States,Krueger Pottery Supply,amaco/mayco/spectrum,shopify,shopify /products.json,4455,api paginated (full),mayco:1509;amaco:802;coyote:328;spectrum:190;duncan:70;laguna:68;speedball:31;standard:12,cart,3083,16568,https://kruegerpottery.com,
A,gwnpottery.ca,Canada,GREAT WHITE NORTH SUPP.,spectrum,shopify,shopify /products.json,3327,api paginated (full),mayco:386;coyote:237;amaco:196;laguna:183;spectrum:181;speedball:5;standard:3;duncan:2,cart,4094,11000,https://www.gwnpottery.ca/,
A,thepotterscenter.com,United States,The Potter's Center,amaco/mayco,shopify,shopify /products.json,2833,api paginated (full),mayco:951;laguna:765;amaco:336;speedball:89;standard:15;duncan:3;spectrum:1,cart,1215,10528,https://thepotterscenter.com,
A,seattlepotterysupply.com,United States,Seattle Pottery LLC,amaco/mayco,shopify,shopify /products.json,3430,api paginated (full),mayco:659;amaco:384;coyote:177;laguna:20;speedball:10;standard:7;duncan:2,cart,3058,10265,https://seattlepotterysupply.com,
A,clay-king.com,United States,clay-king.com,amaco/mayco/spectrum,woocommerce,woo store api v1,9701,x-wp-total,mayco:6;standard:4;duncan:1;laguna:1,cart,451,10188,https://www.clay-king.com/,
A,chesapeakeceramics.com,United States,Chesapeake Ceramic Supply,amaco/mayco,shopify,shopify /products.json,2764,api paginated (full),mayco:919;laguna:46;duncan:21;amaco:9;standard:2,cart,2800,8555,https://chesapeakeceramics.com,
A,sheffield-pottery.com,United States,Sheffield Pottery,amaco/mayco/spectrum,shopify,shopify /products.json,3807,api paginated (full),amaco:142;spectrum:74;speedball:73;laguna:60;coyote:42;standard:31;mayco:15;duncan:2,cart,3148,8272,https://www.sheffield-pottery.com/,
A,alabamaart.com,United States,Alabama Art Supply,amaco/mayco/spectrum,shopify,shopify /products.json,4101,api paginated (full),amaco:529;mayco:482;spectrum:141;standard:107;speedball:38;duncan:7,cart,199,8212,https://www.alabamaart.com/,
A,amaranthstoneware.ca,Canada,AMARANTH STONEWARE,amaco/spectrum,shopify,shopify /products.json,1786,api paginated (full),amaco:401;mayco:361;coyote:254;spectrum:246;laguna:158;speedball:22;standard:1,cart,1339,7454,https://amaranthstoneware.ca,
A,archiebrayclay.com,United States,Archie Bray Foundation,amaco/mayco,shopify,shopify /products.json,2258,api paginated (full),mayco:322;coyote:290;laguna:143;speedball:104;standard:5;amaco:1,cart,2453,7306,https://archiebrayclay.com,
A,ceramic-supply-inc.myshopify.com,United States,Ceramic Supply Incorporated,amaco/mayco,shopify,shopify /products.json,1697,api paginated (full),mayco:464;amaco:287;spectrum:177;standard:129;speedball:118;laguna:36,cart,1777,7107,https://ceramic-supply-inc.myshopify.com,
A,lagunaclay.com,United States,Laguna Clay Company,amaco,shopify,shopify /products.json,1876,api paginated (full),laguna:775;standard:9;speedball:6;amaco:1,cart,2103,6352,https://www.lagunaclay.com/,
A,clayscapespottery.com,United States,Clayscapes Pottery Incorporated,amaco/mayco,shopify,shopify /products.json,1278,api paginated (full),mayco:539;amaco:381;speedball:160;laguna:101;standard:9,cart,1479,6327,https://www.clayscapespottery.com/,
A,ceramicstoreinc.com,United States,Ceramic Store Houston,mayco/spectrum,shopify,shopify /products.json,2718,api paginated (full),standard:31;mayco:8;speedball:3;amaco:1;laguna:1,cart,2731,5581,https://ceramicstoreinc.com,
A,texasart.com,United States,Texas Art Supply Company,amaco,shopify,shopify /products.json,5000,api paginated (5000 cap),speedball:108;standard:9;amaco:6;spectrum:3,cart,117,5495,https://www.texasart.com/,size is a floor: pagination capped at 5000
A,deserres.ca,Canada,Deserres Incorporated,amaco,shopify,shopify /products.json,5000,api paginated (5000 cap),standard:55;speedball:31;spectrum:3;sio-2:3,cart,132,5408,https://www.deserres.ca/,size is a floor: pagination capped at 5000
A,bestkindmudshop.com,Canada,Best Kind Mud Shop,amaco,shopify,shopify /products.json,1401,api paginated (full),amaco:374;mayco:373;spectrum:283;coyote:40;laguna:36;sio-2:4;duncan:1;standard:1,cart,663,5400,https://bestkindmudshop.com,
A,sunstonepotterysupply.com,United States,Sunstone Pottery And Supply,amaco/mayco/spectrum,shopify,shopify /products.json,780,api paginated (full),mayco:379;amaco:273;laguna:223;coyote:204;speedball:60,cart,895,5092,https://sunstonepotterysupply.com,
A,bb.ca,Canada,Brault & Bouthillier Ltd,amaco,shopify,shopify /products.json,4745,api paginated (full),speedball:35;standard:5,cart,0,4865,https://bb.ca,
A,trinityceramic.com,United States,Trinity Ceramics,amaco/mayco/spectrum,woocommerce,woo store api v1,2391,x-wp-total,standard:4,cart,2103,4506,https://trinityceramic.com,
A,kymudworks.com,United States,Kentucky Mudworks LLC - Lexington,amaco/mayco,shopify,shopify /products.json,1867,api paginated (full),amaco:326;mayco:289;laguna:70;coyote:35;standard:23;speedball:2,cart,323,4425,https://kymudworks.com,
A,bigyflyco.com,United States,Big Fly,amaco,shopify,shopify /products.json,4267,api paginated (full),standard:22;spectrum:2;duncan:1;coyote:1,cart,39,4384,https://bigyflyco.com,
A,ceramicsupplypittsburgh.com,United States,Ceramic Supply Pittsburgh,amaco/mayco/spectrum,shopify,shopify /products.json,916,api paginated (full),mayco:319;amaco:217;standard:214,cart,985,4151,https://ceramicsupplypittsburgh.com,
A,rovinceramics.com,United States,ROVIN CERAMICS,amaco/mayco/spectrum,shopify,shopify /products.json,1227,api paginated (full),amaco:231;mayco:157;spectrum:37;laguna:28;speedball:18;sio-2:15;standard:2,cart,1406,4097,https://rovinceramics.com,
A,psh.ca,Canada,Pottery Supply House,amaco,shopify,shopify /products.json,2286,api paginated (full),amaco:46;laguna:18;sio-2:5;speedball:3;mayco:1;duncan:1;standard:1,cart,1363,3874,https://psh.ca,
A,mammothclay.com,United States,Mammoth Clay Company,amaco,shopify,shopify /products.json,1088,api paginated (full),amaco:245;mayco:210;coyote:46;laguna:3;standard:1,cart,1139,3742,https://mammothclay.com,
A,julietbravopottery.com,United States,Juliet Bravo Pottery,amaco,shopify,shopify /products.json,1721,api paginated (full),amaco:8;speedball:7;standard:6;mayco:2;laguna:1,cart,1936,3729,https://julietbravopottery.com,
A,capitalpotterysupplies.com,Canada,Capital Pottery,spectrum,woocommerce,woo store api v1,1730,x-wp-total,amaco:9;mayco:6;laguna:2;coyote:2,cart,1756,3543,https://capitalpotterysupplies.com,
A,cornellstudiosupply.com,United States,CORNELL STUDIO SUPPLY,amaco/mayco/spectrum,shopify,shopify /products.json,1499,api paginated (full),spectrum:179;amaco:127;laguna:107;standard:72;mayco:4;speedball:2;coyote:2,cart,420,3398,https://cornellstudiosupply.com,
A,clayworkssupplies.com,United States,CLAYWORKS SUPPLIES INC.,amaco/mayco/spectrum,woocommerce,woo store api v1,1564,x-wp-total,mayco:25;amaco:19;coyote:7;standard:5;spectrum:3;laguna:3;speedball:1,cart,1595,3348,https://clayworkssupplies.com,
A,diamondcoretools.com,United States,DiamondCore Tools,mayco,shopify,shopify /products.json,949,api paginated (full),mayco:444;coyote:74;speedball:3,cart,214,2726,https://diamondcoretools.com,
A,claypeople.net,United States,Clay People,amaco/mayco/spectrum,woocommerce,woo store api v1,1148,x-wp-total,mayco:59;amaco:36;spectrum:1,cart,1251,2687,https://claypeople.net/,
A,ofearthpotterysupply.ca,Canada,Of Earth Pottery Supply,spectrum,shopify,shopify /products.json,516,api paginated (full),spectrum:140;coyote:99;sio-2:2;standard:1,cart,679,1921,https://ofearthpotterysupply.ca,
A,sculpturesupply.com,Canada,Sculpture Supply Canada,amaco,shopify,shopify /products.json,1752,api paginated (full),speedball:21;standard:3;amaco:2;laguna:1,cart,64,1897,https://sculpturesupply.com,
A,midsouthceramics.com,United States,Mid South Ceramics Supply,amaco/spectrum,woocommerce,woo store api v1,548,x-wp-total,laguna:4,cart,1329,1889,https://midsouthceramics.com,
A,mudpuddlepottery.com,United States,Mud Puddle Pottery Studio,amaco,shopify,shopify /products.json,304,api paginated (full),amaco:156;laguna:139;mayco:1;standard:1,cart,521,1716,https://mudpuddlepottery.com,
A,gemceramic.com,United States,Gem Ceramic Molds Company,amaco/mayco,woocommerce,woo store api v1,507,x-wp-total,mayco:1;amaco:1;standard:1,cart,1169,1685,https://gemceramic.com,
A,ceramicsupplychicago.com,United States,Ceramic Supply of Chicago,amaco/mayco/spectrum,shopify,shopify /products.json,400,api paginated (full),standard:163;amaco:18;mayco:15;spectrum:4,cart,473,1473,https://ceramic-supply-chicago.myshopify.com/,
A,ceramicsupplyflorida.com,United States,Ceramic Supply Florida,spectrum,shopify,shopify /products.json,369,api paginated (full),standard:104;amaco:46;mayco:39,cart,417,1353,https://ceramicsupplyflorida.com,
A,standardceramic.com,United States,Standard Ceramics,spectrum,shopify,shopify /products.json,202,api paginated (full),standard:202,cart,272,1080,https://www.standardclay.com/,
A,deltapictureframe.com,United States,Delta Picture Frame,amaco,woocommerce,woo store api v1,807,x-wp-total,standard:1,cart,0,810,https://deltapictureframe.com,
A,highwaterclays.com,United States,Highwater Clay -Florida,amaco/mayco/spectrum,shopify,shopify /products.json,176,api paginated (full),amaco:14;spectrum:11;mayco:4;laguna:4,cart,254,529,https://highwaterclays.com,
A,studiosalespottery.com,United States,Studio Sales Pottery,amaco/spectrum,woocommerce,woo store api v1,25,x-wp-total,,cart,105,130,https://studiosalespottery.com,
B,theceramicshop.com,United States,The Ceramic Shop,amaco/mayco/spectrum,unknown,microdata Product,18869,sitemap product urls,coyote:869;mayco:551;amaco:143;speedball:121;laguna:69;standard:69;georgies:31;sio-2:25;spectrum:20;duncan:16,cart,37824,62435,https://www.theceramicshop.com/,
